feature_id,channel,actor,module,대메뉴,중메뉴,소메뉴,상세,기능 상세설명,상태키(state_keys),유효성 검사,핵심 계산 로직,데이터 항목,연관 기능(feature_ids),spec_id,owner,last_updated,change_note,notion_url,github_issue_url,github_pr_url,정책키(policy_keys),데이터 엔티티(data_entities),권한 기반 조회 범위,배경,입력(inputs),출력(outputs),요약
USR-SCH-16,웹,사용자,일정,일정,연차 및 휴가,연차 외 휴가 확인,휴가형태 검색,상단 우측 검색창에 '휴가형태명' 키워드를 입력하여 특정 휴가를 검색함. 돋보기 아이콘 클릭 또는 엔터 키 입력 시 필터링 적용,,"검색 결과가 없을 시 ""검색 결과가 없습니다"" 안내 문구 노출",검색어 부분 일치(Partial Match) 필터링 로직,,,,,,,,,,,,,,,,상단 우측 검색창에 '휴가형태명' 키워드를 입력하여 특정 휴가를 검색함. 돋보기 아이콘 클릭 또는 엔터 키 입력 시 필터링 적용
USR-SCH-17,웹,사용자,일정,일정,연차 및 휴가,연차 외 휴가 확인,휴가 정책 카드,"각 휴가 항목별로 휴가형태명, 사전등록대상 여부, 도움말, 부여된 휴가일수 정보를 노출함. 정책 정보이므로 잔여일수 정보는 포함하지 않음","[대상]: 사전 등록이 필요한 항목, [미대상]: 즉시 신청 가능한 항목",-,-,,,,,,,,,,,,,,,,"각 휴가 항목별로 휴가형태명, 사전등록대상 여부, 도움말, 부여된 휴가일수 정보를 노출함. 정책 정보이므로 잔여일수 정보는 포함하지 않음"
USR-ATT-1,웹,사용자,근무현황,근무현황,-,-,-,부서별 구성원의 실시간 상태 조회,"미출근, 사무실(출근), 연차, 파견, 반차, 반반차, 출장, 외근, 재택",,,,,,,,,,,,,,,,,,부서별 구성원의 실시간 상태 조회
USR-ATT-2,웹,사용자,근무현황,근무현황,사이드바,조직도 검색,통합 검색창,"이름, 직책, 부서명, 전화번호를 키워드로 구성원을 검색함. 입력 시 실시간으로 하단 트리 구조에 하이라이트 또는 필터링 적용.",,,검색어 부분 일치(Partial Match) 필터링 로직.,,,,,,,,,,,,,,,,"이름, 직책, 부서명, 전화번호를 키워드로 구성원을 검색함. 입력 시 실시간으로 하단 트리 구조에 하이라이트 또는 필터링 적용."
USR-ATT-3,웹,사용자,근무현황,근무현황,사이드바,조직도 트리,조직 계층 구조,"전사 조직을 최상위(회사명)부터 부서, 팀 단위로 계층화하여 노출함. 각 노드별 체크박스를 통해 우측 바디 영역의 노출 대상을 제어함.","활성화, 비활성화",상위 부서 해제 시 하위 팀 전체 자동 해제 처리,체크된 부서 및 하위 조직에 포함된 모든 인원 ID 리스트 추출.,,,,,,,,,,,,,,,,"전사 조직을 최상위(회사명)부터 부서, 팀 단위로 계층화하여 노출함. 각 노드별 체크박스를 통해 우측 바디 영역의 노출 대상을 제어함."
USR-ATT-4,웹,사용자,근무현황,근무현황,바디영역,구성원 목록,그룹별 리스트,사이드바에서 선택된 조직을 헤더(예: HR경영부(4))로 구분하여 구성원 카드를 나열함.,,"선택된 조직에 구성원이 없을 경우 ""검색 결과가 없습니다"" 노출.",부서별 인원수 자동 집계,,,,,,,,,,,,,,,,사이드바에서 선택된 조직을 헤더(예: HR경영부(4))로 구분하여 구성원 카드를 나열함.
USR-ATT-5,웹,사용자,근무현황,근무현황,바디영역,근무 상태,상태 배지,"구성원의 프로필 이미지, 성명, 직책과 함께 현재 근무 상태(미출근, 퇴근 등)를 컬러 배지로 표시함",,-,당일 출퇴근 기록 존재 여부 및 현재 시각 기준 상태 판별,,,,,,,,,,,,,,,,"구성원의 프로필 이미지, 성명, 직책과 함께 현재 근무 상태(미출근, 퇴근 등)를 컬러 배지로 표시함"
USR-MYP-6,웹,사용자,마이페이지,마이페이지,기본정보,프로필 관리,프로필 사진 편집,현재 프로필 이미지를 확인하고 '사진 변경' 버튼으로 새 이미지를 업로드하거나 '기본 이미지로 변경'함.,,"가로/세로 85px 이상, 1:1 비율 정방형 이미지 권장.",-,,,,,,,,,,,,,,,,현재 프로필 이미지를 확인하고 '사진 변경' 버튼으로 새 이미지를 업로드하거나 '기본 이미지로 변경'함.
USR-MYP-7,웹,사용자,마이페이지,마이페이지,기본정보,인적 사항,개인/직무 정보 조회,"부서, 이름, 입사일, 사번, 근무지 등 회사가 관리하는 기본 직무 정보를 확인함. 이메일 정보는 수정 불가능한 읽기 전용으로 제공됨.",[재직]: 현재 재직 중 상태,기본 직무 정보는 사용자 직접 수정 불가.,-,,,,,,,,,,,,,,,,"부서, 이름, 입사일, 사번, 근무지 등 회사가 관리하는 기본 직무 정보를 확인함. 이메일 정보는 수정 불가능한 읽기 전용으로 제공됨."
USR-MYP-8,웹,사용자,마이페이지,마이페이지,기본정보,연락처 정보,거주지 주소 설정,"주소 찾기' 버튼을 통해 우편번호와 기본 주소를 검색하고, 상세 주소(동, 호수)를 직접 입력함.",,상세 주소 미입력 시 저장 불가.,-,,,,,,,,,,,,,,,,"주소 찾기' 버튼을 통해 우편번호와 기본 주소를 검색하고, 상세 주소(동, 호수)를 직접 입력함."
USR-MYP-9,웹,사용자,마이페이지,마이페이지,기본정보,계정 보안,비밀번호 변경,현재 비밀번호' 인증 후 '신규 비밀번호'와 '재입력' 값을 통해 계정 비밀번호를 수정함. '비밀번호 보기' 체크 시 입력 문자 노출.,,"숫자, 영문, 특수문자 포함 8~14자리 필수. 신규/재입력 불일치 시 에러 노출.",-,,,,,,,,,,,,,,,,현재 비밀번호' 인증 후 '신규 비밀번호'와 '재입력' 값을 통해 계정 비밀번호를 수정함. '비밀번호 보기' 체크 시 입력 문자 노출.
USR-MYP-10,웹,사용자,마이페이지,마이페이지,기본정보,연락처 정보,전화번호 관리,휴대전화번호 및 자리 전화번호를 입력 칸 단위로 구분하여 기록함.,,휴대전화번호 필수 입력 체크.,-,,,,,,,,,,,,,,,,휴대전화번호 및 자리 전화번호를 입력 칸 단위로 구분하여 기록함.
USR-MYP-11,웹,사용자,마이페이지,마이페이지,기본정보,전자 서명,내 서명 확인/등록,전자결재 기안 시 사용할 개인 서명 이미지를 확인하거나 등록함. 최초 1회만 등록 가능하며 수정은 관리자 권한 필요.,[서명 등록 완료]: 유효한 서명이 등록된 상태.,-,-,,,,,,,,,,,,,,,,전자결재 기안 시 사용할 개인 서명 이미지를 확인하거나 등록함. 최초 1회만 등록 가능하며 수정은 관리자 권한 필요.
USR-MYP-12,웹,사용자,마이페이지,마이페이지,기본정보,접속 관리,로그인 디바이스 정보,PC 런처 및 모바일 앱의 최근 로그인 일시 정보를 노출함. '변경 이력' 버튼 클릭 시 기기 변경 히스토리 팝업 호출.,,-,-,,,,,,,,,,,,,,,,PC 런처 및 모바일 앱의 최근 로그인 일시 정보를 노출함. '변경 이력' 버튼 클릭 시 기기 변경 히스토리 팝업 호출.
USR-MYP-13,웹,사용자,마이페이지,마이페이지,기본정보,전체 관리,최종 정보 저장,"하단 '저장' 버튼 클릭 시 변경된 거주지, 연락처, 비밀번호 등의 정보를 서버에 일괄 반영함",,현재 비밀번호가 유효하지 않거나 필수값 누락 시 저장 제한,-,,,,,,,,,,,,,,,,"하단 '저장' 버튼 클릭 시 변경된 거주지, 연락처, 비밀번호 등의 정보를 서버에 일괄 반영함"
,모바일,사용자,메인,메인,기본 정보,금일 일자,,금일 일자 고정 노출,,,,,,,,,,,,,,,,,,,금일 일자 고정 노출
,모바일,사용자,메인,메인,기본 정보,현재 상태 및 상세 근무지 노출,,"상황별 상태(미출근, 퇴근, 근무중, 출장, 파견, 외근, 재택, 이동중) 노출
+ 상세 근무지 위치 노출  

1. 기본 근무지로 등록된 장소 중 출근 처리되어 '근무중' 상태 갱신 (기본 근무지로 등록된 장소가 아닌 곳에서는 출퇴근 등록 불가) -> 상세 근무지 위치 노출 
2. 출장/외근/파견 전자결재 신청시, 상세 근무지 선택 가능 -> 출장/외근/파견 상태 갱신 시, 상세 근무지 위치 노출 (없는 경우, 미노출)
3. 재택의 경우, 사용자의 거주지가 근무지이기 때문에 개인정보 이슈로 미노출
4. 이동중의 경우, 위치 정보 미노출 "," 미출근, 퇴근, 근무중, 출장, 파견, 외근, 재택, 이동중",,"상태에 따라 상세 근무지 정보 있는 경우, 상태칩 노출 / 상세 근무지 정보 없으면 상태침 미노출",,,,,,,,,,,,,,,,"상황별 상태(미출근, 퇴근, 근무중, 출장, 파견, 외근, 재택, 이동중) 노출
+ 상세 근무지 위치 노출  

1. 기본 근무지로 등록된 장소 중 출근 처리되어 '근무중' 상태 갱신 (기본 근무지로 등록된 장소가 ..."
MOB-SCH-1,모바일,사용자,메인,메인,오늘 출장/외근 일정,오늘 출장/외근 일정,일정 요약 정보,오늘 예정된 출장과 외근의 총 건수를 상단에 노출함.,,-,총 건수: 당일 등록된 일정,,,,,,,,,,,,,,,,오늘 예정된 출장과 외근의 총 건수를 상단에 노출함.
MOB-SCH-2,모바일,사용자,메인,메인,오늘 출장/외근 일정,오늘 출장/외근 일정,일정 리스트 및 상태,"시간 순서대로 일정을 나열하며, 현재 시각에 따라 진행중, 기본, 종료 상태를 시각적으로 구분함. 각 항목 클릭 시 상세 내용을 확인할 수 있는 링크 제공","[진행중]: 파란색 배지(ing)
[기본]: 파란색 텍스트
[종료]: 회색 처리 및 (종료) 표기",-,-,,,,,,,,,,,,,,,,"시간 순서대로 일정을 나열하며, 현재 시각에 따라 진행중, 기본, 종료 상태를 시각적으로 구분함. 각 항목 클릭 시 상세 내용을 확인할 수 있는 링크 제공"
MOB-SCH-3,모바일,사용자,메인,메인,오늘 출장/외근 일정,오늘 출장/외근 일정,일정 노출 제어,"1. X 버튼: 클릭 시 해당 일정 항목을 리스트에서 즉시 숨김 처리함.
2. 전체보기: 클릭 시 숨김 처리되었던 모든 일정을 다시 리스트에 노출함.
3. 되돌리기: 클릭 시 숨김 및 노출 상태를 무시하고 시스템 초기 설정(기본 상태)으로 복구함.","[숨김]: 화면에서 제외된 상태
[노출]: 전체보기를 통해 나타난 상태
[기본]: 초기 로딩 상태.",-,-,,,,,,,,,,,,,,,,"1. X 버튼: 클릭 시 해당 일정 항목을 리스트에서 즉시 숨김 처리함.
2. 전체보기: 클릭 시 숨김 처리되었던 모든 일정을 다시 리스트에 노출함.
3. 되돌리기: 클릭 시 숨김 및 노출 상태를 무시하고 시스템 초..."
MOB-SCH-4,모바일,사용자,메인,메인,오늘 출장/외근 일정,오늘 출장/외근 일정,리스트 페이징,등록된 일정의 개수가 3개를 초과할 경우 페이징 처리를 통해 화면 길이를 조절함,,-,-,,,,,,,,,,,,,,,,등록된 일정의 개수가 3개를 초과할 경우 페이징 처리를 통해 화면 길이를 조절함
MOB-SCH-5,모바일,사용자,메인,메인,오늘 출장/외근 일정,오늘 출장/외근 일정,근무지별 시작 팝업,"재택, 파견, 출장 등의 일정에 따라 근무 시작 버튼 클릭 시 해당 위치 정보와 메모 입력 칸이 포함된 팝업을 노출함. '바로 시작' 클릭 시 출근 처리가 완료됨.",,-,-,,,,,,,,,,,,,,,,"재택, 파견, 출장 등의 일정에 따라 근무 시작 버튼 클릭 시 해당 위치 정보와 메모 입력 칸이 포함된 팝업을 노출함. '바로 시작' 클릭 시 출근 처리가 완료됨."
MOB-SCH-6,모바일,사용자,메인,메인,오늘 출장/외근 일정,오늘 출장/외근 일정,근무 메모 입력,근무 시작 시 최대 30자까지 메모를 선택적으로 입력할 수 있음. '상세 내역보기 >' 클릭 시 과거 메모 이력 확인 페이지로 이동함.,,최대 30자 초과 입력 제한,글자 수 집계: 현재 입력된 글자 수 / 30자 실시간 표시.,,,,,,,,,,,,,,,,근무 시작 시 최대 30자까지 메모를 선택적으로 입력할 수 있음. '상세 내역보기 >' 클릭 시 과거 메모 이력 확인 페이지로 이동함.
MOB-SCH-7,모바일,사용자,메인,메인,오늘 출장/외근 일정,오늘 출장/외근 일정,근무 메모 연동,입력한 메모는 일정에서 상세 모달내 메모 내역 탭에서 조회/수정/삭제 가능,,-,-,,,,,,,,,,,,,,,,입력한 메모는 일정에서 상세 모달내 메모 내역 탭에서 조회/수정/삭제 가능
MOB-SCH-8,모바일,사용자,메인,메인,오늘 출장/외근 일정,오늘 출장/외근 일정,근무지 상태 배지,현재 근무 장소에 따라 메인 화면 우측 상단의 배지 컬러와 텍스트가 동적으로 변경됨,"사무실, 재택, 파견, 출장, 미출근, 퇴근, 외근, 이동중",-,-,,,,,,,,,,,,,,,,현재 근무 장소에 따라 메인 화면 우측 상단의 배지 컬러와 텍스트가 동적으로 변경됨
ADM-ATT-1,웹,관리자,근로 시간 현황,근로 시간 현황,근태 현황,조회 필터,일간/기간 탭 및 날짜 선택,일간' 또는 '기간' 단위를 선택하여 근무 현황을 조회함. 날짜 선택 시 해당 시점의 실시간 근태 및 위치 데이터가 대시보드에 반영됨.,,미래 날짜 선택 시 조회 제한 로직 필요.,-,,,,,,,,,,,,,,,,일간' 또는 '기간' 단위를 선택하여 근무 현황을 조회함. 날짜 선택 시 해당 시점의 실시간 근태 및 위치 데이터가 대시보드에 반영됨.
ADM-ATT-2,웹,관리자,근로 시간 현황,근로 시간 현황,근태 현황,현황 요약,근태/위치 요약,"선택된 조직의 미출근, 결근, 지각, 조기퇴근, 휴가 인원수와 근무 위치별(사무실, 출장 등) 인원수를 실시간 집계하여 노출함. 비콘(Beacon) 사용 현황 인원 정보도 함께 제공함.",[비콘 현황]: 충분/부족/사용중 상태 표시.,-,-,,,,,,,,,,,,,,,,"선택된 조직의 미출근, 결근, 지각, 조기퇴근, 휴가 인원수와 근무 위치별(사무실, 출장 등) 인원수를 실시간 집계하여 노출함. 비콘(Beacon) 사용 현황 인원 정보도 함께 제공함."
ADM-ATT-3,웹,관리자,근로 시간 현황,근로 시간 현황,근태 현황,근무 목록,구성원 근태 리스트,"부서별 구성원의 근무 유형, 출퇴근 시각(실제), 근로 시간(기본, 연장, 야간 등), 현재 근태 상태를 테이블 형태로 나열","[근태 상태]: 정상, 지각, 조기퇴근, 근태변경, 연차, 반차, 반반차",-,총 근로시간: 출근~퇴근 시간 차이에서 휴게 시간 차감.,,,,,,,,,,,,,,,,"부서별 구성원의 근무 유형, 출퇴근 시각(실제), 근로 시간(기본, 연장, 야간 등), 현재 근태 상태를 테이블 형태로 나열"
ADM-ATT-4,웹,관리자,근로 시간 현황,근로 시간 현황,근태 현황,근무 목록,이동,이동 항목내 화살표 클릭 시 해당 구성원의 당일 이동 경로 및 상세 주소 기록 팝업을 펼침,"[위치]: 사무실, 출장, 재택, 파견, 외근",-,-,,,,,,,,,,,,,,,,이동 항목내 화살표 클릭 시 해당 구성원의 당일 이동 경로 및 상세 주소 기록 팝업을 펼침
ADM-ATT-5,웹,관리자,근로 시간 현황,근로 시간 현황,근태 현황,근무 목록,상세 근무지 팝업,"구성원의 당일 근태 및 위치 변경 이력을 시간순으로 나열함. 출장, 외근, 재택, 파견 신청 건의 경우 승인된 시작 시간을 '일정' 컬럼에 우선 노출함.

런처 종료 또는 시스템 설정에 의해 자동으로 퇴근 처리된 경우, 상세 근무지 및 주소 컬럼에 '자동 정산' 배지를 노출함.

모바일 앱에서 상태 갱신 시 작성한 메모가 있을 경우, 우측에 메모 아이콘을 노출함. 아이콘 클릭 시 작성된 메모 텍스트를 툴팁으로 확인 가능.

출근 후 상태 갱신 (종일) : 종일 신청 건: 모바일 앱에서 '출근 등록' 즉시 해당 근무 상태(재택/파견/출장 등)로 자동 전환됨

출근 후 상태 갱신 (일부) : 일부 시간 신청 건: 모바일에서 출근 등록 후, 사용자가 필요에 따라 직접 상태를 갱신함, 신청한 시작 시간 전/후와 관계없이 사용자의 실제 이동 상황에 맞춰 수동 갱신 가능","[출근/퇴근]: 기본 근태 구분
[출장/외근/재택/파견]: 일정 구분","
출근 등록이 완료된 상태에서만 상태 갱신 버튼 노출.",-,,,,,,,,,,,,,,,,"구성원의 당일 근태 및 위치 변경 이력을 시간순으로 나열함. 출장, 외근, 재택, 파견 신청 건의 경우 승인된 시작 시간을 '일정' 컬럼에 우선 노출함.

런처 종료 또는 시스템 설정에 의해 자동으로 퇴근 처리된 경..."
ADM-ATT-6,웹,관리자,근로 시간 현황,근로 시간 현황,근태 현황,근무 목록,모바일 연동 데이터,"사용자가 모바일 앱에서 직접 상태를 갱신(출장/외근/재택/파견)한 경우에만 상세 근무지, 주소, 등록 시간 데이터를 매핑하여 노출함. 모바일 갱신이 없는 일정 건은 해당 칸을 '기록 없음' 또는 빈값으로 처리함

출장/외근/재택은 종일/일부 시간 설정하여 신청 가능, 파견은 종일만 신청 가능, 종일 신청시 출근 즉시 상태갱신되며, 일부 시간의 경우 출근 후 상태 갱신 가능, 즉 출근 후 해당 시간이 도래하기 전/후 사용자의 상황에 맞춰 갱신 가능 

모바일 앱에서 상태 갱신 되돌리기 하는 경우, 이전에 기록된 데이터 제거 (다만, 메모 내역은 남겨둠)",[기록 없음]: 모바일 상태 갱신 미발생 상태.,-,-,,,,,,,,,,,,,,,,"사용자가 모바일 앱에서 직접 상태를 갱신(출장/외근/재택/파견)한 경우에만 상세 근무지, 주소, 등록 시간 데이터를 매핑하여 노출함. 모바일 갱신이 없는 일정 건은 해당 칸을 '기록 없음' 또는 빈값으로 처리함

출..."
ADM-ATT-7,웹,관리자,근로 시간 현황,근로 시간 현황,근태 현황,상세 팝업,이동 기록,"구성원이 모바일 앱 등으로 출근, 출장, 외근, 퇴근을 등록할 당시의 GPS 기반 상세 주소와 시간을 시간순으로 나열함. 등록 시점을 기준으로 상세 근무지명이 자동 기록됨.",[자동 정산]: 런처/자동 퇴근 처리 시 표기,-,시간 정렬: DESC(최신순) 또는 ASC(시간순) 정렬.,,,,,,,,,,,,,,,,"구성원이 모바일 앱 등으로 출근, 출장, 외근, 퇴근을 등록할 당시의 GPS 기반 상세 주소와 시간을 시간순으로 나열함. 등록 시점을 기준으로 상세 근무지명이 자동 기록됨."
ADM-ATT-8,웹,관리자,근로 시간 현황,근로 시간 현황,근태 현황,상단 영역,데이터 내보내기,현재 필터링된 조건의 근무 현황 리스트를 엑셀 파일로 다운로드함,,권한 없는 사용자의 다운로드 시도 차단.,-,,,,,,,,,,,,,,,,현재 필터링된 조건의 근무 현황 리스트를 엑셀 파일로 다운로드함
,웹,관리자,조직관리,조직관리,근무지/비콘 관리,구분,카테고리 관리,"근무지를 대분류(본사, 지사, 출장/외근 등)로 구분하여 관리함. '+', '수정', '삭제' 버튼을 통해 카테고리 트리 구조를 편집함.

본사/지사별 하위 근무지를 최대 30개까지 등록 가능함. 사용자 개별 등록 근무지 수 제한은 없음.",,기본 카테고리(본사)는 삭제 불가 제약.,-,,,,,,,,,,,,,,,,"근무지를 대분류(본사, 지사, 출장/외근 등)로 구분하여 관리함. '+', '수정', '삭제' 버튼을 통해 카테고리 트리 구조를 편집함.

본사/지사별 하위 근무지를 최대 30개까지 등록 가능함. 사용자 개별 등록 ..."
,웹,관리자,조직관리,조직관리,근무지/비콘 관리,상세 근무지,리스트 관리,"등록된 각 근무지의 상세 정보 : 근무지명, 구성원수, 주소, 위경도, 출퇴근방식(GPS or 비콘), 출퇴근방식별 위치제한 여부 및 위치제한 값 노출

근무지수 등록 제한없음",,,,,,,,,,,,,,,,,,,"등록된 각 근무지의 상세 정보 : 근무지명, 구성원수, 주소, 위경도, 출퇴근방식(GPS or 비콘), 출퇴근방식별 위치제한 여부 및 위치제한 값 노출

근무지수 등록 제한없음"
,웹,관리자,조직관리,조직관리,근무지/비콘 관리,상세 근무지,근무지 등록/수정,"선택된 구분에 속하는 개별 근무지의 명칭, 주소, 좌표 정보를 등록함. '상세 근무지 등록' 버튼으로 새 장소를 추가하며, 리스트에서 바로 수정/삭제 가능함.",,근무지명 중복 체크 필수.,-,,,,,,,,,,,,,,,,"선택된 구분에 속하는 개별 근무지의 명칭, 주소, 좌표 정보를 등록함. '상세 근무지 등록' 버튼으로 새 장소를 추가하며, 리스트에서 바로 수정/삭제 가능함."
,웹,관리자,조직관리,조직관리,근무지/비콘 관리,상세 근무지 등록,기본 정보 설정,"근무지 구분(본사, 지사 등), 근무지명, 주소를 입력함. '주소 찾기' 후 '좌표확인'을 클릭해야 지도에 핀이 표시되며 등록이 가능함.",,필수값(*) 누락 시 저장 불가. '전체'로 설정된 근무지는 삭제 불가.,-,,,,,,,,,,,,,,,,"근무지 구분(본사, 지사 등), 근무지명, 주소를 입력함. '주소 찾기' 후 '좌표확인'을 클릭해야 지도에 핀이 표시되며 등록이 가능함."
,웹,관리자,조직관리,조직관리,근무지/비콘 관리,상세 근무지 등록,구성원 등록,구성원 등록' 탭에서 해당 근무지를 기본 근무지로 사용할 인원을 조직도에서 선택하여 매핑함.,,-,1:N 매핑: 하나의 근무지에 여러 구성원 할당 가능,,,,,,,,,,,,,,,,구성원 등록' 탭에서 해당 근무지를 기본 근무지로 사용할 인원을 조직도에서 선택하여 매핑함.
,웹,관리자,조직관리,조직관리,근무지/비콘 관리,상세 근무지 등록,출퇴근 방식>GPS,"출퇴근 방식으로 GPS를 선택하고 인증 허용 반경(50m~5km)을 설정함. '위치 제한 없이 어디서든 출퇴근 등록 설정' 체크 시 반경 제한이 해제

1. 출장/외근/재택: 위치 제한 없는 GPS 방식 자동 적용.
2. 파견: 파견지에 설정된 방식(GPS/비콘)을 그대로 따름","[반경]: 50m, 100m, 200m, 500m, 1km, 2km, 5km.",위치 제한 없음 설정 가능.,"인증 성공: Distance(현재위치, 근무지좌표) 설정반경내",,,,,,,,,,,,,,,,"출퇴근 방식으로 GPS를 선택하고 인증 허용 반경(50m~5km)을 설정함. '위치 제한 없이 어디서든 출퇴근 등록 설정' 체크 시 반경 제한이 해제

1. 출장/외근/재택: 위치 제한 없는 GPS 방식 자동 적용...."
,웹,관리자,조직관리,조직관리,근무지/비콘 관리,상세 근무지 등록,출퇴근 방식>비콘,"출퇴근 방식으로 비콘을 선택하고 연동할 장치를 지정함.
비콘 신호 감지를 통해 수동 출퇴근을 진행함. 자동 퇴근 설정 시 일일 근무 시간에 맞춰 퇴근이 자동 처리됨.



1. 파견 상태 시에는 해당 근무지에 설정된 방식(GPS/비콘)을 그대로 따름.",,비콘 상세 정보는 '비콘 관리' 팝업에서 수정 가능.,"이석 감지: 사용자가 출근 상태인 경우에만 활성화됨.

탐지 범위: 비콘 중심 반경 최대 11m 유효.",,,,,,,,,,,,,,,,"출퇴근 방식으로 비콘을 선택하고 연동할 장치를 지정함.
비콘 신호 감지를 통해 수동 출퇴근을 진행함. 자동 퇴근 설정 시 일일 근무 시간에 맞춰 퇴근이 자동 처리됨.



1. 파견 상태 시에는 해당 근무지에 설정된..."
,웹,관리자,조직관리,조직관리,근무지/비콘 관리,상세 근무지 등록,이석관리 설정,"출퇴근 방식이 '비콘'이면서 '이석관리 사용' 체크 시에만 활성화됨. 1분 주기로 신호를 감지하여 이석 현황을 기록함(앱 백그라운드 실행 필수).

출퇴근 방식 '비콘' + '이석관리 사용' 체크 시 활성화.",,미출근 상태에서는 기록되지 않음,-,,,,,,,,,,,,,,,,"출퇴근 방식이 '비콘'이면서 '이석관리 사용' 체크 시에만 활성화됨. 1분 주기로 신호를 감지하여 이석 현황을 기록함(앱 백그라운드 실행 필수).

출퇴근 방식 '비콘' + '이석관리 사용' 체크 시 활성화."
,웹,관리자,조직관리,조직관리,근무지/비콘 관리,상세 근무지 등록,비콘 배터리 및 운영,등록된 비콘 기기의 배터리 상태를 모니터링함. 기기 고장/추가 구매 시 CS를 통해 진행하며 배터리는 담당자가 직접 교체,"[상태]: 충분, 주의, 위험 배지 노출",비콘 상세 정보는 '비콘 관리' 팝업에서 수정 가능.,"배터리 구분: 충분(20~100%), 주의(11~19%), 위험(10%이하).",,,,,,,,,,,,,,,,등록된 비콘 기기의 배터리 상태를 모니터링함. 기기 고장/추가 구매 시 CS를 통해 진행하며 배터리는 담당자가 직접 교체
,웹,관리자,조직관리,조직관리,근무지/비콘 관리,상태 갱신 설정,모바일 갱신 모드,"근무지 상세 관리 설정에 따라 모바일 앱의 동작 방식을 결정함.


1. 설정 시: 앱에 일정 영역 노출 및 사용자가 수동 갱신.
2. 미설정 시: 일정 영역 숨김 및 시스템 자동 갱신.",,-,-,,,,,,,,,,,,,,,,"근무지 상세 관리 설정에 따라 모바일 앱의 동작 방식을 결정함.


1. 설정 시: 앱에 일정 영역 노출 및 사용자가 수동 갱신.
2. 미설정 시: 일정 영역 숨김 및 시스템 자동 갱신."
,웹,관리자,조직관리,조직관리,근무지/비콘 관리,지도 연동,위치 시각화,카카오 맵 API를 연동하여 선택된 근무지의 위치를 지도에 핀(Pin)으로 표시함. 지도 위에서 직접 위치를 클릭하여 좌표(위경도)를 자동 추출할 수 있음.,,-,-,,,,,,,,,,,,,,,,카카오 맵 API를 연동하여 선택된 근무지의 위치를 지도에 핀(Pin)으로 표시함. 지도 위에서 직접 위치를 클릭하여 좌표(위경도)를 자동 추출할 수 있음.
ADM-LEV-1,웹,관리자,연차/휴가 관리,연차/휴가 관리,연차 기준 관리,연차 생성 기준,부여 기준 설정,"연차 생성의 근거(수기등록, 입사일, 회계연도)를 선택하고, 회계연도 선택 시 기준일을 설정",[수기/입사일/회계연도] 라디오 버튼,[경고]: 최초 1회 설정 후 수정 불가함,-,,,,,,,,,,,,,,,,"연차 생성의 근거(수기등록, 입사일, 회계연도)를 선택하고, 회계연도 선택 시 기준일을 설정"
ADM-LEV-2,웹,관리자,연차/휴가 관리,연차/휴가 관리,연차 기준 관리,연차 생성 기준,입사일 기준 설정,각 구성원의 실제 입사 일자를 기준으로 매년 연차를 생성함. 개인별로 연차 생성 및 소멸 시점이 다르게 관리됨.,활성화 시 다른 기준 선택 불가,[중요] 최초 1회 설정 후 수정 불가,연차 생성일 = 각 구성원의 입사일자 (매년 반복).,,,,,,,,,,,,,,,,각 구성원의 실제 입사 일자를 기준으로 매년 연차를 생성함. 개인별로 연차 생성 및 소멸 시점이 다르게 관리됨.
ADM-LEV-3,웹,관리자,연차/휴가 관리,연차/휴가 관리,연차 기준 관리,연차 생성 기준,회계연도 기준 설정,회사가 정한 특정 기준일(예: 01-01)에 전 사원의 연차를 일괄 생성함. 입사 1년 미만자의 경우 기준일까지의 근무 기간에 비례하여 연차를 안분 계산하여 부여함,활성화 시 기준일 입력 필드 노출,[중요] 최초 1회 설정 후 수정 불가,기준일 설정: MM-DD 형식으로 입력된 날짜를 시스템 전체 연차 갱신일로 지정,,,,,,,,,,,,,,,,회사가 정한 특정 기준일(예: 01-01)에 전 사원의 연차를 일괄 생성함. 입사 1년 미만자의 경우 기준일까지의 근무 기간에 비례하여 연차를 안분 계산하여 부여함
ADM-LEV-4,웹,관리자,연차/휴가 관리,연차/휴가 관리,연차 기준 관리,1년 미만 근로자,1달 만근 시 부여,입사 1년 미만 근로자가 1개월간 개근 시 1일의 연차를 자동으로 발생시킴. 근로기준법에 의거하여 최대 11일까지 발생 가능함,선택 시 즉시 시스템 반영,-,발생 로직: 근무 개월 수 (최대 11개월) 기준 자동 생성,,,,,,,,,,,,,,,,입사 1년 미만 근로자가 1개월간 개근 시 1일의 연차를 자동으로 발생시킴. 근로기준법에 의거하여 최대 11일까지 발생 가능함
ADM-LEV-5,웹,관리자,연차/휴가 관리,연차/휴가 관리,연차 기준 관리,1년 미만 근로자,일괄 연차 부여,"1년 미만 근로자에게 월별 발생이 아닌, 특정 시점에 연차를 한꺼번에 선부여하는 방식임. 회계연도 기준과 병행하여 사용되는 경우가 많음",선택 시 즉시 시스템 반영.,-,-,,,,,,,,,,,,,,,,"1년 미만 근로자에게 월별 발생이 아닌, 특정 시점에 연차를 한꺼번에 선부여하는 방식임. 회계연도 기준과 병행하여 사용되는 경우가 많음"
